recipe_id,title,ingredients,reference,prediction,method
118,London Broil Recipe,"3"" thick sirloin Adolph's tenderizer (plenty on both sides) 1/2 c. cooking sherry 1/4 c. soy sauce 1/4 c. Worcestershire Sprinkle garlic salt",Marinate about 4 hrs. Charcoal broil and spoon remaining sauce on as you cook.,"In a large pot, combine the warm, sherry and soy sauce ingredients. Cover and cook in the preheated 375° oven until thickened to a coarse fine powder, about 15 minutes. In a small bowl, mix the flour and soy. Pour in the flour mixture and stir until combined. Pour the mixture over the sashimi noodles. Serve hot and warm.",finetuned_top_k
119,Fudge Pecan Pie,1 (9-inch) unbaked pie shell 1/2 c. sugar 1/3 c. unsweetened cocoa 1/4 tsp. salt 1 1/4 c. light corn syrup 3 eggs 1 1/2 tsp. vanilla 1 c. chopped pecans 1/2 c. pecan halves,"Combine all ingredients, except pecans. Beat ingredients for 30 seconds. Stir in chopped nuts and pour in the pie shell. Arrange half pecan meats over top. Bake at 350° for 1 hour.","Combine the sugar, cocoa, salt, nutmeg, corn syrup, eggs, vanilla and pecan. Pour on pie shells. Bake at 350° for 20 to 25 minutes or until done, stirring occasionally.",finetuned_top_k
120,Homemade German Butterhours,2 eggs 1/2 cup sugar 1 cup Vegetable-Shortening 1 cup sweet milk 1 oz. yeast dissolved in 1/4 cup lukewarm water and a little sugar 4 cups flour,"Beat eggs; add sugar, shortening, milk and dissolved yeast. Blend thoroughly. Beat in flour. Cover and place in refrigerator overnight. Next morning, roll out using 1/4 of the dough at a time. Spread with melted butter. Add chopped pecans or walnuts if desired. Roll into horns and place on greased baking sheet. Let rise until double in warm place - (about an hour). Bake 400° for 20 minutes until golden brown. Spread with butter frosting.",Beat eggs; add sugar and yeast to eggs together. Fold in remaining ingredients; do not overbeat. Beat well. Mix to combine. Bake at 350° for 45 minutes.,finetuned_top_k
121,Jam Granola,10 cups rolled oats 1 teaspoon salt 1 teaspoon vanilla 1 cup honey 10 ounces jam apricot or any flavor,"Mix together thoroughly in a large bowl, using your hands. Spread this mixture out on a large cookie sheet, and bake at 350 for about a half hour until it's starting to brown, taking it out every five minutes or so to stir it around.","Combine first 4 ingredients in a large microwave-safe bowl. Stir at medium speed until mixture thicken, about 15 seconds. Cook in microwave until thickened, 3 minutes. Divide mixture among 2 large 9-inch unbaked bundt pans. Bake at 400 for 30 minutes or until light and bubbly.",finetuned_top_k
122,Diabetic Shortbread,1/2 lb butter 1/2 cup sugar 1/2 cup rice flour 1 3/4 cups flour,"Cream butter with sugar in mixing bowl til soft and fluffy. Stir in rice flour and all purpose flour until blended. Roll on lightly floured board. Cut into 1 1/2"" rounds. Place on ungreased cookie sheets. Prick with a fork (to form design if desired). Bake 325F 25 mins til golden.","Preheat oven to 350*. Grease or line baking sheets with foil. Grease and line baking sheet with paper towels. Cut butter into coarse crumbs. Beat sugar, flour, rice and flour together in bowl until smooth. Gradually add flour mixture and add eggs. Mix well. Fold in dry ingredients and fold into bowl. Spoon into greased baking sheet. Bake 18 minutes covered for 60 minutes or until light golden brown. Remove from oven.",finetuned_top_k
123,Spaghetti Aglio E Olio,"Kosher salt 1 pound dried spaghetti, such as DeCecco 1/3 cup good olive oil 8 large garlic cloves, cut into thin slivers 1/2 teaspoon crushed red pepper flakes 1/2 cup minced fresh parsley 1 cup freshly grated Parmesan cheese, plus extra for serving","Bring a large pot of water to a boil. Add 2 tablespoons of salt and the pasta and cook according to the directions on the package. Set aside 1 1/2 cups of the pasta cooking water before you drain the pasta. Meanwhile, heat the olive oil over medium heat in a pot large enough to hold the pasta, such as a 12-inch saute pan or a large, shallow pot. Add the garlic and cook for 2 minutes, stirring frequently, until it just begins to turn golden on the edges-don't overcook it! Add the red pepper flakes and cook for 30 seconds more. Carefully add the reserved pasta-cooking water to the garlic and oil and bring to a boil. Lower the heat, add 1 teaspoon of salt, and simmer for about 5 minutes, until the liquid is reduced by about a third. Add the drained pasta to the garlic sauce and toss. Off the heat, add the parsley and Parmesan and toss well. Allow the pasta to rest off the heat for 5 minutes for the sauce to be absorbed. Taste for seasoning and serve warm with extra Parmesan on the side.","Preheat oven to 425 degrees F (175 degrees C). Unroll spaghetti crosswise in a baking dish; set aside. In a large bowl, melt the seasoned spice mixture over the pasta. Stir garlic and 1/4 tsp. pepper into sauce; toss with the parsley. Pour remaining mix over spaghetti. Bake for 40 to 45 minutes or until a knife inserted into the center comes out clean. Place sauce over the top, about 10 to 12 minutes just until hot. Arrange spaghetti with remaining sauce; sprinkle over top.",finetuned_top_k
124,Crab And Broccoli,"1 lb. cooked broccoli 1/2 lb. flaked crab 1 chopped onion 2 Tbsp. lemon juice 1/4 c. chili sauce 1 c. sour cream 1 c. grated Cheddar 1 Tbsp. lemon peel, grated","Drain broccoli and break into chunks. Bake with other ingredients in a shallow, buttered casserole at 350° for 20 minutes.","Broil broccoli, crab and onion in boiling water. Reduce heat. Drain and cut in thin strips. Spread beans on top of beans. Add water; sprinkle with lemon peel. Let rest 10 minutes. Melt cheese in Dutch oven or Dutch oven until sauce is melted. Stir in chili sauce; simmer 5 minutes. Stir and spread beans. Sprinkle other side with cheese. Cook until cheese melts.",finetuned_top_k
125,Tortilla Soup,"3 Tablespoons Oil 2 cups Chopped Onion 2 cups Chopped Carrots 1 cup Chopped Celery 4 cloves Garlic, Finely Chopped 8 cups Chicken Broth 1 can (28 Oz. Can) Crushed Tomatoes 2 cans (4 Oz. Can) Chopped Green Chiles 1-1/2 teaspoon Ground Cumin 1-1/2 teaspoon Chili Powder 1 teaspoon Ground Coriander 1 Tablespoon Kosher Salt 1-1/2 teaspoon Freshly Ground Black Pepper 4 whole Boneless, Skinless Chicken Breasts 3 cups Crushed Tortilla Chips","Heat oil in a large pot or Dutch oven set over medium heat. Add the onions, carrots and celery and cook, stirring frequently, until the onions start to brown. Add the garlic and cook for another 30 seconds. Add the chicken broth, tomatoes, chiles, cumin, chili powder, coriander, salt (depending on the saltiness of the chicken broth) and pepper. Submerge chicken breasts completely in the liquid. Bring the soup to a boil, then lower the heat and simmer, uncovered, for 30 minutes. Remove the chicken and shred with two forks. Add the shredded chicken back to the pot along with the chips and simmer, uncovered, for another 20 minutes. Re-season to taste with salt and pepper. Serve hot with selected garnishes: scallions/chives, shredded cheese, sour cream, salsa, avocado.","In a large pot, add the olive oil and the onions and the carrots, cook, stirring sometimes, until browned, about 5 minutes. Add the celery and carrots and cook, about 3 minutes. Season with salt and pepper and cook in a heavy saucepan over high heat, stirring occasionally, for 1-2 minutes. Stir in the Tomatoes and green chiles. Reduce heat to medium and cook until the vegetables are tender, about 20 minutes. Remove from heat, cover and let marinate in the refrigerator for 30 minutes. In a slow cooker, add both potatoes and the chopped cauliflower and cook 5 minutes, stirring every now and then, or until very tender. Transfer to a bowl and season with salt, pepper, and chile powder.",finetuned_top_k
126,Grandma'S Swedish Pancakes,2 c. flour 2 c. milk 2 Tbsp. sugar 2 eggs,Beat all together with mixer or rotary beater until smooth. Pour into frying pan and cook on one side until bubbly. Then turn and cook until golden brown. Put butter or sugar on; roll up and eat.,"In mixing bowl, cream sugar and milk until smooth. Add eggs. Beat until smooth enough to coat crust. Slice on skewers.",finetuned_top_k
127,Chocolate Double-Nut Butter,"2 cups walnuts, toasted 1 cup almonds, toasted 1 1/2 cups semisweet chocolate chips (about 10 ounces) 2 teaspoons salt Toasted white bread and honey, for serving","In a food processor, grind the nuts until they start to turn into a paste, about 30 seconds. Scrape down the side and add the chocolate and salt. Puree until very smooth, about 3 minutes. For a thicker texture, freeze the spread for about 10 minutes. Serve on the bread, drizzled with honey.","Cook walnuts and almonds in two large skillet over medium-high heat. Remove and discard seeds, and mash them through a wooden spoon with another fork until they form smooth crumbs (about 8 minutes). Transfer to a large bowl. Add chocolate chips, and toss to coat.",finetuned_top_k
128,Tarrah'S Sweet Fried Bananas With Raspberry Coconut Sauce,"10 small bananas 10 egg roll wraps 1/4 cup honey 1 tablespoon cinnamon peanut oil, to deep fry in 1 cup powdered sugar (to garnish) For the Sauce 1 cup raspberries, thawed (pureed and strained) 15 ounces coconut milk (not cream of coconut) 1/4 cup maple syrup (or to taste) 2 teaspoons lemon juice (or half a lemon) 2 tablespoons rum (or your favorite liquor to taste)","For the Bananas: In a deep wok or skillet, fill with peanut oil half way, and heat until about 375 degrees, or when bubbles form around food when placed in oil. (tear off a little piece of the wrappers, and place in oil to test) Place bananas on wrappers diagonaly across, and drizzle with a little honey. Sprinkle a little bit of cinnamon on top of banana and honey. (the 1/4 cup honey and the cinnamon is for all of the bananas). Wrap bananas in eggroll wrappers: Fold bottom corner over banana, then tuck side corners in, Roll rest of wrapper over banana, using a little water (or honey) to seal the edges. Place wrapped bananas in fryer oil and fry until golden (about 5 minutes). Drain on paper towel, and allow to cool slightly before serving. For Sauce: Place strained raspberries and coconut milk in small saucepan and heat over medium heat. Stir to combine, then add and stir in remaining ingredients. Heat mixture until boiled down slightly, and you have a realtivly thick sauce. You may want to chill sauce before serving, but it is good warm too. Sprinkle fried bananas with powdered sugar and serve with raspberry sauce.","Heat oil spray and saute bananas until lightly browned, about 2 to 3 minutes. Slice bananas into chunks and place on a lightly greased sheet of foil. Put the banana slices in a bowl and cool completely. Place the honey in a small saucepan, cover, and bring down to lowest heat. Remove from heat, stir in the cinnamon and peanut oil to deep-fry, whisking constantly, until mixture should be very thick and browned. Transfer to a baking sheet lined with aluminum foil, turn the oven over until the eggs well up, approximately 2 minutes.",finetuned_top_k
129,Cumin and Chili Lamb Burgers,1 pound ground lamb meat 2 tablespoons ground cumin 2 tablespoons ground chili powder 1 tablespoon minced garlic Salt and pepper Southwest seasoning 4 slices Jalapeno Monterey Jack cheese 1/2 cup roasted garlic aioli 1 cup roasted corn and roasted pepper salsa 4 beer bread buns 2 cups shoestring potatoes,"Preheat the fryer. Preheat the grill. In a mixing bowl, combine the ground lamb with the cumin, chili powder, and garlic. Mix until thoroughly incorporated. Season with Southwest seasoning. Form into 4-ounce patties. Place on the grill and cook for 3 to 4 minutes on each side for medium-rare. Place the cheese on the burgers about a minute before removing from the grill, so the cheese will melt. Fry the shoestring potatoes for 3 minutes or until golden. Remove from the fryer and drain on a paper-lined plate. Season with salt and pepper. Spread the aioli in-between the bun. Place the burger in-between the bun and top with the salsa. Garnish with the fried shoestrings.","Preheat oven to 400 degrees F. Place lamb and meat in roasting pan; cover with foil. Microwave on high heat until meat is done and liquid has absorbed, about 4 minutes. Reduce heat to low. Brown bacon, 1 to 1 1/3 minutes per side. Transfer to a serving plate; sprinkle with remaining cumin, chili powder, garlic salt and pepper. Bake 3-4 minutes or until cheese melts. Transfer cumin mixture into a bowl. Cover and refrigerate.",finetuned_top_k
130,Sausage & Gorgonzola-Stuffed Portobello Mushrooms,"4 portabello mushroom large, stems and ribs removed 2 Tbsp. Bertolli(R) ClassicoTM Olive Oil 1 lb. sweet Italian sausage links, removed from casing and crumbled 1 cup chopped onion 1 jar Bertolli(R) Tomato & Basil Sauce, divided 1 1/2 cups bread torn fresh 2/3 cup crumbled gorgonzola cheese, divided 1/4 cup pine nuts toasted 1 package baby spinach 12 oz., or arugula leaves","Preheat oven to 425°. Evenly drizzle both sides of mushrooms with Olive Oil, then season, if desired, with salt and black pepper. Arrange mushrooms on cookie sheet; set aside. Brown sausage in 12-inch nonstick skillet; drain, if desired. Stir in onion and cook, stirring occasionally, 3 minutes or until tender; cool slightly. Combine sausage mixture, 1 cup Sauce, bread, 6 tablespoons cheese and pine nuts in medium bowl. Evenly spoon sausage mixture onto prepared mushrooms, then sprinkle with remaining cheese. Bake 15 minutes or until mushrooms are tender. Meanwhile, bring spinach and 1/4 cup water to a boil in 5-quart saucepot over high heat. Reduce heat to low and cook covered, stirring occasionally, 2 minutes or until spinach is wilted. Season, if desired, with salt and black pepper. Evenly arrange spinach on plates, then top with mushrooms. Serve with remaining Sauce, heated.","Peel the portabolo mushrooms to remove any seeds. Place mushroom shells in an outdoor bowl and pat dry. Mix together butter and olive oil. Season with salt and pepper. Place seam side down in a large roasting pan. Cover and roast for 15 minutes, or until portabolos are tender. Remove portabols to a bowl and cool for 10 minutes then use paper towel to wipe and let sit overnight. Combine all of the ingredients except the Parmesan cheese except the arugulas. Place 1/3 of the Parmicholi in a medium bowl. Pour cooked portaboes in a separate bowl. Combine bread crumbled cheese, pine nuts and spinach in another bowl and toss to combine. Pour the mixture onto the mushrooms and roast on the grill for about 30 minutes or until",finetuned_top_k
