recipe_id,title,ingredients,reference,prediction,method
30,Rocky Road Bars,"12 cup butter 1 cup sugar 12-1 cup nuts, chopped 1 teaspoon vanilla 1 (1 ounce) unsweetened chocolate square 1 cup all-purpose flour 1 teaspoon baking powder 2 eggs 8 ounces cream cheese, softened (reserve 2 oz for frosting) 14 cup butter, softened 12 teaspoon vanilla 1 cup semi-sweet chocolate chips, pkg (6 oz) 12 cup sugar 2 tablespoons all-purpose flour 1 egg 14 cup nuts, chopped 2 cups mini marshmallows 1 (1 ounce) unsweetened chocolate square 14 cup milk 1 teaspoon vanilla 14 cup butter, softened 3 cups powdered sugar 2 ounces cream cheese, remaining from the filling","Preheat oven to 350F. Grease and flour a 9x13-inch pan. In large saucepan over low heat, melt 1/2 cup butter and 1 oz. square of chocolate. Add remaining bar ingredients, mix well. Spread into prepared pan. In small bowl combine 6 oz. cream cheese with sugar, flour, butter, egg and vanilla. Blend until smooth and fluffy. Stir in nuts. Spread over the chocolate mixture. Sprinkle with chocolate chips. Bake 25-35 minutes or until toothpick comes out clean. Remove from oven, sprinkle with marshmallows and bake 2 minutes more. In large saucepan over low heat, melt 1/4 cup butter, 1 oz. chocolate square and remaining cream cheese and milk. Stir in powdered sugar and vanilla until smooth. Immediately pour over the marshmallows and swirl together. Makes 3 dozen squares.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 x 13-inch baking pan. In a large bowl, beat butter, sugar, and vanilla until light and fluffy. Add eggs, one at a time, beating well after each addition. Beat in flour, baking powder, and baking soda. Stir in chocolate chips. Pour into prepared pan. Bake in preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean. Cool completely on wire racks.",finetuned_beam
31,Chocolate Pecan Pie Bars,"1 1/2 cups flour, all-purpose 1/2 cup butter softened 1/4 cup brown sugar firmly packed 3 large eggs 3/4 cup corn syrup, light 3/4 cup sugar granulated 2 tablespoons butter melted 1 teaspoon vanilla extract 1 1/2 cups pecans coarsely chopped 12 ounces milk chocolate morsels semi-sweet","CRUST: Preheat oven to 350F (180C). In small mixer bowl, beat flour, 1/2 cup butter and brown sugar until crumbly. Press into greased 13x9 inch baking pan. Bake 12 to 15 minutes until lightly browned. FILLING: In medium bowl with wire whisk, beat eggs, corn syrup, granulated sugar, melted butter and vanilla extract. Stir in pecans and semi-sweet chocolate morsels. Pour evenly over baked crust. Bake 25 to 30 minutes until set. Cool; cut into 2x1 1/2 inch bars.","Preheat oven to 350 degrees F (175 degrees C). Line a 9-inch springform pan with parchment paper. In a large bowl, cream butter and brown sugar until light and fluffy. Add eggs, one at a time, beating well after each addition. Stir in corn syrup and vanilla. Gradually add flour mixture, beating just until well blended. Add flour mixture to creamed mixture and mix well. Pour into prepared pan. Bake for 20 minutes or until a toothpick inserted in the center comes out clean. Cool on wire rack for 10 minutes before removing to wire rack to cool completely.",finetuned_beam
32,Delicious Flax Muffins,1 14 cups flax seed meal 2 teaspoons baking powder 1 tablespoon cinnamon 1 teaspoon nutmeg 12 teaspoon salt 34 cup Splenda sugar substitute 4 large eggs 14 cup canola oil 12 cup water 1 tablespoon vanilla 12 cup chopped pecans (optional),"Preheat oven to 350-degrees. Grease a 12-muffin tin. Mix the dry ingredients together, then add the remaining ingredients. Let batter stand 10 minutes, then spoon into muffin cups and bake about 18 minutes or until a toothpick inserted into center comes out clean and muffins just barely start to pull away from the sides of the tin. Phase 2 add-in (optional): 1 medium apple, chopped fairly finely.","Preheat oven to 350 degrees F (175 degrees C). In a large bowl, combine flax meal, baking powder, cinnamon, nutmeg, salt, and sugar substitute. Stir in eggs, oil, water, and vanilla. Pour mixture into a greased and floured 9 x 13-inch pan. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
33,Raspberry Cream Cheese Swirls,6 ounces cream cheese (softened) 12 cup powdered sugar 4 tablespoons raspberry preserves 2 (8 ounce) cans refrigerated crescent dinner rolls 12 cup powdered sugar 4 teaspoons milk 12 teaspoon raspberry extract (can substitute with vanilla),"Beat cream cheese and powdered sugar until fluffy. Fold in raspberry preserve until well blended. Set aside. Pop open your crescent rolls and carefully separate into 4 rectangles. Firmly press perforations to seal. Press or roll each piece of dough to form a 7 by 4-inch rectangle, and spread each with about 3 tablespoons of the cream cheese filling. Do not go all the way to edge, leave about 1/4 inch space. Starting at the short end of the rectangle, roll each rectangle into a tight cylinder. Place on plate and cover with plastic wrap. Put in fridge for about 30 minute. Preheat oven to 350F. When ready, cut each roll carefully into 4 pieces. Place on an ungreased baking sheet, cut side down about 1/2 inch apart. Bake for approximately 18-20 minutes, until light brown. While rolls are baking. Combine 1/2 cup powdered sugar, milk and extract in small bowl. When rolls are done, drizzle glaze over rolls and serve warm.","Preheat oven to 350 degrees F (175 degrees C). Line a 9x13 baking dish with parchment paper. In a large bowl, combine cream cheese, powdered sugar, raspberry preserves, milk, and raspberry extract. Pour into prepared baking dish. Sprinkle with powdered sugar mixture. Bake for 30 minutes or until a toothpick inserted in the center comes out clean. Cool on a wire rack.",finetuned_beam
34,Mandarin-Almond Salad,"1/2 cup slivered almonds 1/4 cup sugar 1/4 cup vegetable oil 2 tablespoons red wine vinegar 1 tablespoon minced fresh parsley 1/2 teaspoon salt 1/8 teaspoon pepper 3 drops hot pepper sauce 1 tablespoon sugar 1 bunch green leaf lettuce, torn (8 cups) 1 (11-oz.) can mandarin oranges, drained 1/2 small red onion, thinly sliced","Place almonds and 1/4 cup sugar in a small saucepan over medium heat. Cook, stirring constantly, 10 minutes or until sugar coats almonds and turns golden. Spread in a single layer on lightly greased wax paper; cool 20 minutes. Break into pieces, and set aside. Combine oil and next 6 ingredients in a jar with a lid. Tightly close lid, and shake well. Chill until ready to serve. Toss together lettuce, oranges, onion, and almonds. Shake dressing, and drizzle over salad just before serving.","In a large bowl, combine almonds, sugar, vinegar, parsley, salt, pepper, and hot pepper. Stir in salad ingredients. Cover and refrigerate for at least 1 hour.",finetuned_beam
35,Lauren's Apple Pie,"2 pie crusts, uncooked 5 -6 tart apples, peeled and sliced to 1/4-inch 1 cup sugar 3 tablespoons flour 14 teaspoon cinnamon 14 teaspoon nutmeg 18 teaspoon salt 1 tablespoon lemon juice 1 tablespoon butter","Preheat oven to 425 degrees. Mix sugar, flour, cinnamon, nutmeg and salt. Toss with apple slices then arrange on top of bottom pie crust. Sprinkle with lemon juice and dot with butter. Cover with top pie crust, crimp edges of the two crusts together, then cut vents in the top. Bake at 425 degrees for 20 minutes. Cover with aluminum foil and continue to bake for 20 additional minutes.","Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish. In a large bowl, combine the apples, sugar, flour, cinnamon, nutmeg, salt, lemon juice, butter and lemon juice. Pour into the prepared dish. Bake for 20-25 minutes or until a toothpick inserted in the center comes out clean. Remove from the oven and cool completely.",finetuned_beam
36,Apfelküchlein (Deep Fried Apple Cookies),"4 -5 sour apples (e.g. Jonathan or Boskop) 4 tablespoons sugar 1 lemon, juice of 4 ounces white flour (120 g) 1 1/2 ounces ground hazelnuts (40 g) 1/2 teaspoon salt 2 teaspoons vanilla sugar 5 fluid ounces apple cider (1 1/2 dl) 2 eggs, separated 1 teaspoon oil deep-frying oil confectioners' sugar or cinnamon sugar, for dusting","Peal the apples and remove the core. Cut each apple into rings, each about 1/2-inch (1 cm) thick; set aside. Add 3 tablespoons of sugar to the lemon juice, brush the lemon/sugar mixture over the apples and set them aside for about 30 minutes. In a bowl, mix together flour, hazelnuts, salt, one tablespoon of sugar and the vanilla sugar. Add apple cider and stir well. Add both egg yolks and one teaspoon oil, and mix well. Leave the dough alone for about 30 minutes. Add a pinch of salt to the egg whites and beat until stiff. Carefully mix it with the dough. Heat the dry-frying oil in a frying pan to 375°F (190°C). Dip one coated ring of apple at a time into the dough and fry it immediately in the oil on both sides until lightly browned. Drain off excess oil. Dust cookies with confectioner's or cinnamon sugar while still warm, and serve them immediately. But they also taste good cold, especially if served with warm vanilla sauce.","Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 x 13-inch baking dish. In a large bowl, combine the sour apples, sugar, lemon juice, flour, hazelnut, salt, vanilla, and oil. Stir in the apple cider, eggs, oil, and apple cider mixture. Pour into the prepared dish. Bake in the preheated oven for 30 minutes or until a toothpick inserted in the center comes out clean. Cool completely on a wire rack.",finetuned_beam
37,Starfruit Sangria Recipe,"12 ounces sauvignon blanc or dry riesling, chilled 6 ounces London dry gin, such as Tanqueray 8 ounces freshly squeezed lemon juice 6 ounces simple syrup 10 dashes orange bitters 1 starfruit ice 3 ounces chilled club soda or ginger beer","In a large pitcher, stir wine, gin, lemon juice, simple syrup, and orange bitters together. Add 1 cup of ice and stir well. Slice starfruit into 1/4-inch thick slices. Fill serving glasses with ice and line sides with starfruit slices. Add club soda or ginger beer to wine mixture, stir gently to blend, and pour into serving glasses.","In a large saucepan, combine the sauignon, gin, lemon juice, simple syrup and orange bitters. Bring to a boil over medium heat, stirring constantly, until dissolved. Remove from heat and stir in the club soda and ginger beer. Pour into a chilled cocktail shaker and chill until ready to serve.",finetuned_beam
38,Creamy Potato Sticks,1/4 c. flour 1/2 tsp. salt 1 1/2 c. milk 1 can cream of celery soup 1/2 lb. cubed American cheese 5 or 6 peeled baking potatoes 1 c. chopped onion paprika,"In saucepan, combine flour and salt. Gradually whisk in milk until smooth. Bring to boil. Cook 2 minutes. Remove from heat. Whisk in soup and cheese until smooth. Set aside. Cut potatoes into 4 x 1/2-inch sticks. Place in greased 13 x 9-inch pan. Sprinkle with onion. Top with cheese sauce. Bake, uncovered, at 350° for 55 to 60 minutes until tender. Sprinkle with paprika.","Mix flour, salt, milk, soup, celery, onion and paprika. Mix well. Pour into greased and floured 9 x 13-inch pan. Bake at 350° for 30 minutes.",finetuned_beam
39,Meat Loaf,2 eggs 2 lb. ground beef 1 envelope onion soup mix 1 (8 oz.) can tomato soup or sauce 1 c. oats 1 tsp. horseradish,Beat eggs; add remaining ingredients. Blend well with your hands. Pack into a greased loaf pan. Bake in a 325° oven for 1 hour and 15 minutes or until done. Remove from oven and let stand a few minutes before turning out.,Mix all ingredients together. Bake at 350° for 30 minutes.,finetuned_beam
40,Marilyn'S White Bean And Tomato Soup,"1 pound dried white beans (navy, cannellini, or Great Northern beans) 2 quarts water, plus more for soaking the beans 1 bay leaf 2 tablespoons olive oil, plus more for drizzling 1 medium yellow onion, diced 1 large celery stalk, diced 1 large carrot, diced Salt to taste 3 large garlic cloves, minced 2 14-oz cans diced tomatoes 1/4 cup chopped fresh parsley Freshly ground black pepper to taste 2 ounces (about 1/2 cup) orzo pasta","Soak the beans overnight in plenty of cold water, or do a quick soak: put them in a pot with lots of water, bring to boil, turn off the heat and let sit, covered, for an hour. Once the beans are soaked, drain and rinse them well. In a large pot, combine beans, 2 quarts water, and bay leaf. Bring to a boil and let bubble vigorously for a few minutes, then skim off any foam that comes to the top. Reduce heat to low, cover, and simmer for 1 hour, or until the beans are just barely tender. While the beans simmer, heat olive oil in a skillet over medium heat. Add onion, carrot, celery, and a pinch of salt, and sweat for 8-10 minutes, or until the onions are translucent. Add garlic and saute for another 1-2 minutes, just until the onions start to turn golden. Add tomatoes and bring liquid to a boil, then reduce heat to medium-low and simmer for about 15 minutes, or until the mixture coalesces and looks saucy. Add the tomato mixture to the bean pot. Cover and simmer for another 1 hour, or until the beans are completely tender (start checking them after about 20 minutes). While the soup simmers, cook the orzo in boiling salted water until al dente. Drain and set aside. When the beans are tender, stir in parsley, and season the soup with salt and pepper as needed. Ladle into bowls, and top each bowl with a spoonful of orzo and a drizzle of olive oil. Serve warm. Leftover soup (minus the orzo and oil) will keep, tightly covered, in the fridge for up to 3 days, or in the freezer for up to 4 months.","In a large pot, bring water to a boil. Add beans, bay leaf, oil, onion, celery, carrot, and garlic; bring to a simmer. Reduce heat to low; cover and simmer 15 minutes or until beans are tender. Stir in tomatoes, parsley, pepper, and seasonings. Bring to a slow boil; reduce heat to medium-low; cover, and simmer 10 minutes. Serve warm.",finetuned_beam
