title,ingredients,directions
Pumpkin Beef Goulash,"1-1/2 pound Stewing Beef, Cut In 1 To 2-inch Cubes 3 Tablespoons Hungarian Sweet Paprika 1 Tablespoon Hungarian Hot Paprika, Optional 1 teaspoon Sea Salt 1/2 teaspoons Freshly Ground Black Pepper 2 Tablespoons Vegetable Oil 1-1/2 whole Medium Onions, Sliced Into Strips 2 cups Low Sodium Chicken Broth 1 cup Canned Pure Pumpkin 2 cloves Garlic, Minced 1/2 teaspoons Dried Thyme 1 whole Bay Leaf 3/4 pounds Egg Noodles, Cooked And Tossed In A Couple Tablespoons Butter Or Oil","Sprinkle cubed beef with paprika, salt, and pepper and turn to coat evenly. Heat the oil in a large pot over medium-high heat and sear beef cubes, turning cubes to brown the major surfaces. (If excess paprika has burned on the bottom of the pot, remove cooked beef to the side, deglaze the hot pot with cool water and scrape up any burned bits. Rinse and wipe dry, then return beef to pot.) To the seared beef, add the sliced onions, chicken broth, pumpkin, garlic, thyme, and bay leaf. Cover and simmer on low heat for 1 1/2 to 2 hours, until beef is very tender. Scoop beef and onions out of the broth and cover to keep warm; discard bay leaf. Heat remaining broth to boiling and reduce until it resembles more of a thick sauce. Return beef and onions to pot, stirring to coat with sauce, and adjust seasoning with more salt and pepper as needed. Serve over egg noodles."
Smoked Turkey Sandwich With Cranberry Butter,"1/2 cup cranberries (may use frozen, but thaw and drain them) 3 tablespoons unsalted butter 1 teaspoon honey 1 teaspoon Dijon mustard 8 slices rye bread 1 lb smoked turkey, thinly sliced 12 ounces jarlsberg cheese, thinly sliced 8 romaine lettuce leaves cherry tomatoes (optional garnish)","Puree the cranberries with the butter, honey, and dijon mustard in a food processor or a blender by whirling at high speed for about 1 minute. Spread on one side of each slice of bread. Stack the turkey, cheese, and lettuce on half of the bread slices, dividing the total amount evenly. Cover with the remaining bread slices. Halve diagonally, then garnish, if desired, with the cherry tomatoes."
Moroccan Meatloaf,"1 lb ground turkey or 1 lb ground chicken 12 lb ground lamb 12 cup chopped green bell pepper 12 cup chopped zucchini, drained and patted dry with a paper towel 2 garlic cloves, minced 14 cup chopped green onion, include some tender green tops 1 cup dried whole wheat bread crumbs 14 cup orange juice 1 large egg, beaten 12 teaspoon ground coriander 12 teaspoon ground cumin 14 teaspoon ground ginger 12 teaspoon paprika 14 teaspoon fennel seed 12 teaspoon ground cinnamon 12 teaspoon salt 14 teaspoon fresh ground pepper 12 orange, peeled thinly sliced 12 lemon, peeled and thinly sliced mint leaf, for garnish","Preheat oven to 350. In a big bowl, combine all the ingredients except the orange and lemon slices and mint; mix well. Turn the mixture into a lightly oiled 9 x 5 inch loaf pan; gently pat down. Bake for about 45 minutes, until the loaf is firm and the top is lightly browned. Lay the orange and lemon slices alternately on top of the loaf, overlapping slightly and bake until the fruit slices are warmed and juicy, about 15 minutes. Let stand in the pan for 5-10 minutes before serving. Remove the loaf from the pan and slice to serve; garnish with mint leaves."
Peanut Butter Fudge,2 c. sugar 1/4 c. light corn syrup 1/2 c. milk 1/4 tsp. salt 2 Tbsp. butter 1 tsp. vanilla 1 c. peanut butter (plain or crunchy),"Combine sugar, syrup, milk and salt. Stir over medium heat until sugar dissolves and mixture boils. Cook to soft ball stage (235° on candy thermometer). Remove from heat. Add butter and cool mixture until lukewarm (110°), then add vanilla and peanut butter. Beat until candy begins to lose high gloss. Turn into buttered 8-inch pan. Score with sharp knife into squares. Cool. When completely cold, cut squares all the way through. Makes 2 pounds. Will keep 2 weeks in a tightly covered container."
Icebox Rolls,1 yeast cake 1 tsp. salt 1 egg 3 Tbsp. melted shortening 1/2 c. sugar 2 c. lukewarm water 5 1/2 c. flour,"Crumble yeast in bowl. Add sugar, salt and water. Add well-beaten egg. Add 1/2 cup flour and beat well. Add melted shortening and mix in remaining flour, kneading last. Let rise until double in bulk. Punch down and cover tightly. Put in refrigerator. Remove desired amount and shape into rolls. These may also be used before they are refrigerated."
Beach Plum Sauce,"1/2 pound venison scraps, plus any bones 2 medium carrots, chopped 2 celery ribs, chopped 1 medium onion, chopped 1/4 cup vegetable oil 1 cup red wine vinegar 3 cups rich veal stock (see Note) 1 cup red wine 6 parsley stems 4 thyme sprigs 4 juniper berries 2 bay leaves 2 tablespoons cracked peppercorns 2 tablespoons all-purpose flour 1 cup beach plum jelly 2 tablespoons unsalted butter Kosher salt","Preheat the oven to 400. In a large roasting pan, combine the venison scraps and bones with the carrots, celery, onion, and 2 tablespoons of the oil; toss well. Roast the vegetables and meat for 30 to 40 minutes, stirring occasionally, until well browned. Transfer the contents of the roasting pan to a large saucepan. Set the roasting pan over two burners. Add the vinegar and deglaze the pan over moderate heat, scraping to loosen the browned bits. Pour the vinegar into the saucepan and add the veal stock, wine, parsley, thyme, juniper berries, bay leaves and 1 tablespoon of the peppercorns. Simmer over moderately low heat, skimming occasionally, until very flavorful, about 1 hour. Meanwhile, in a small skillet, combine the remaining 2 tablespoons of oil with the flour. With a wooden spoon, stir the mixture over moderately low heat until light brown, about 5 minutes. Scrape the roux into a bowl. Once the sauce has reduced, whisk 1 cup into the roux; whisk the roux mixture into the simmering sauce until thoroughly blended. Cook over very low heat for 45 minutes, whisking occasionally. Add the beach plum jelly and simmer for 15 minutes. Strain the sauce into a medium saucepan and then add the remaining 1 tablespoon of peppercorns. Add any juices reserved from carving the venison and whisk in the butter, 1 tablespoon at a time. Season with salt and serve with the venison."
Minetta Burger,"2 tablespoons unsalted butter 1 large yellow onion, halved and thinly sliced 1/4 cup water Kosher salt and freshly ground pepper 2 pounds ground sirloin 1 tablespoon vegetable oil 5 ounces sharp cheddar cheese, thinly sliced 4 brioche buns, split and toasted Lettuce, tomato slices and pickles, for serving","In a large skillet, melt the butter. Add the onion and cook over moderate heat, stirring occasionally, until deep golden, about 40 minutes. Add the water and scrape up any browned bits. Cook until the liquid evaporates, about 5 minutes. Season the caramelized onion with salt and pepper; keep warm. Gently shape the sirloin into four 1-inch-thick patties. Season generously with salt and pepper. In a large cast-iron skillet, heat the oil. Cook the burgers over moderately high heat until deep brown outside and medium-rare within, about 6 minutes per side. During the last 2 minutes, top the burgers with the cheese and cover loosely with foil so the cheese melts. Transfer the burgers to the buns, top with the caramelized onion and serve with a side of lettuce, tomato and pickles."
Gingersnap Pumpkin Pie,"1-1/2 cups finely crushed gingersnaps (about 32 cookies) 1/4 cup butter, melted 4 ounces cream cheese, softened 1 tablespoon sugar 1-1/2 cups whipped topping 1 cup cold 2% milk 2 packages (3.4 ounces each) instant butterscotch pudding mix 1/2 cup canned pumpkin 1/2 teaspoon pumpkin pie spice 1/2 teaspoon vanilla extract 1/4 teaspoon ground cinnamon Additional whipped topping, optional","Preheat oven to 375°. In a small bowl, combine cookie crumbs and butter. Press onto the bottom and up the sides of an ungreased 9-in. pie plate. Bake 8-10 minutes or until crust is lightly browned. Cool on a wire rack. For filling, in a small bowl, beat cream cheese and sugar until smooth. Fold in whipped topping. Spread over crust. In a small bowl, beat milk and pudding mixes 1 minute. Stir in pumpkin, pie spice, vanilla and cinnamon. Spread over cream cheese layer. Cover and refrigerate overnight. Garnish with additional whipped topping if desired."
Spicy Beef and Carrot Stew (Bo Kho Ca Rot),"14 cup fish sauce 14 teaspoon five-spice powder (available at oriental stores) 2 tablespoons sugar 4 lbs beef stew meat (1 inch thick pieces) or 4 lbs beef short ribs (1 inch thick pieces) 1 tablespoon vegetable oil 1 yellow sweet onion, peeled and sliced 3 garlic cloves, peeled and lightly crushed 3 ounces fresh ginger, cut into 3 slices and lightly crushed 2 cups beef stock (or 2 c water with 1 beef bouillon) 2 stalks lemongrass, use the white part only 2 star anise 1 cinnamon stick, about 2 inches long 3 dried chilies or 3 Thai red chili peppers 1 teaspoon annatto seeds or 1 teaspoon ground annatto seed 3 large carrots, peeled and sliced diagonally 1/4 inch thick","Combine the fish sauce, 5 spice powder, and sugar in a dish. Add the meat, coating well and marinate, refrigerate for 4 hours. Heat together the oil, onions, garlic, and ginger in a heavy bottomed pot over medium-low heat. Cook ingredients, stirring often, until fragrant and golden about 10 minutes. Add the marinated meat into the pot. Add the stock and cover the pot. Bring to a boil over med. heat. Add the lemongrass, star anise, cinnamon stick, chilies, and annato seeds/powder and simmer over medium low heat for 2 hours Add carrots and continue braising until the meat is tender. Skim off the fat and serve with noodles(any kind) or rice on the side. Tip: To skim the fat, remove the vegetables and meat carefully. Place a double layer of paper towel in a sieve set over a bowl and strain the cooking liquid through the paper towels. You will get a clear and rich colored stock. Divide the meat and vegetables among 4 to 6 bowls and serve with rice on the side or put in noodles in the bowl."
Goat Cheese and Tomato Tart,"a 1/4-ounce package (2 1/2 teaspoons) active dry yeast 1/2 teaspoon sugar 2 tablespoons olive oil 1 cup yellow cornmeal 1 1/2 to 1 3/4 cups all-purpose flour 3/4 teaspoon salt 1 1/2 tablespoons minced scallion 7 ounces mild soft goat cheese, mashed 2 large eggs, beaten lightly 1/2 cup heavy cream 1/4 cup minced fresh basil leaves 2 tablespoons olive oil 4 tomatoes (about 2 pounds), each cut into 1/3-inch-thick slices 1 garlic clove, minced basil sprigs for garnish","In the bowl of an electric mixer stir together the yeast, the sugar, and 1/3 cup lukewarm water and proof the yeast mixture for 5 minutes, or until it is foamy. Stir in an additional 1/3 cup lukewarm water, the oil, the cornmeal, 1 1/2 cups of the flour, and the salt and blend the mixture, adding more water, 1 teaspoon at a time, as necessary to form a dough. Knead the dough, incorporating as much of the remaining 1/4 cup flour as necessary to form a smooth and elastic dough, for 3 to 5 minutes. Transfer the dough to an oiled bowl and turn it to coat it with the oil. Let the dough rise, covered with plastic wrap, for 1 hour, or until it is double in bulk, and punch it down. Roll out the dough 1/8 inch thick on a floured surface, fit it into a greased 15- by 10 1/2-inch jelly-roll pan, crimping the edges decoratively, and bake the crust in the bottom third of a preheated 450F. oven for 10 to 15 minutes, or until it is pale golden. Transfer the crust on the pan to a rack and let it cool for 10 minutes. The crust may be made 1 day in advance and kept, covered tightly with plastic wrap, at room temperature. In a bowl whisk together the scallion, the goat cheese, the eggs, the cream, the minced basil, salt and pepper to taste until the mixture is smooth. In a large skillet heat the oil over moderately high heat hot but not smoking and in it saute half the tomatoes with half the garlic for 1 to 2 minutes on each side, or until they are browned lightly, transferring them as they are sauteed to a plate. Saute the remaining tomatoes with the remaining garlic in the same manner. Spread the custard evenly over the crust and arrange the tomatoes in rows on it. Bake the tart in the middle of a preheated 400F. oven for 15 to 20 minutes, or until the custard is pale golden and set. Remove the tart carefully from the baking sheet with 2 spatulas and let it cool on a rack for 15 minutes. Garnish the tart with the basil sprigs and serve it at room temperature."
Hot German Potato Salad,"5 lb. cooked potatoes 1 1/2 to 2 lb. bacon 3/4 c. vinegar 1 1/2 c. sugar 3 Tbsp. flour 2 tsp. salt 1 tsp. dry mustard 1 tsp. celery seed 1 1/2 c. cold water parsley flakes, onion salt or onions, as desired","Cook and peel potatoes. Dice them. Fry bacon and onions and remove from pan. Crumble bacon over potatoes. Drain off all but 1/2 cup of bacon fat. To this, add vinegar, sugar, flour, salt, mustard, celery seed and water. Cook until thick, then mix with potatoes. This can be made a day ahead and reheated in a slow oven (300°). Makes 15 servings."
Moist Turkey Sausage Stuffing,"1 package (19-1/2 ounces) Italian turkey sausage links, casings removed 4 celery ribs, chopped 1 large onion, chopped 1-1/2 cups chopped dried apricots 1/4 cup minced fresh parsley 1 tablespoon minced fresh sage or 1 teaspoon dried sage 1 teaspoon poultry seasoning 1/4 teaspoon pepper 3-1/4 cups chicken stock 1 package (14 ounces) crushed cornbread stuffing 1 cup fresh or frozen cranberries, chopped","In a Dutch oven, cook the turkey sausage, celery and onion over medium heat until meat is no longer pink and vegetables are tender; drain. Stir in the apricots, parsley, sage, poultry seasoning and pepper; cook 3 minutes longer. Add stock; bring to a boil. Stir in cornbread stuffing; cook and stir until liquid is absorbed. Gently stir in cranberries; heat through."
